station_id,station_name,total_rainfall,reading_count,overall_rain_score,latitude,longitude
S220,S220,7.1435721824104235,921,0.6413317646143022,1.38666,103.89797
S123,Towner Road,7.129476611570248,1089,0.6395780317842878,1.3214,103.8577
S111,Scotts Road,7.109706126447017,1123,0.6371182414558891,1.31055,103.8365
S116,West Coast Highway,7.0956521829710155,1104,0.6353696877900253,1.281,103.754
S82,Tuas West Road,7.091358024691358,324,0.6348354202220281,1.3247,103.6351
S81,Punggol Central,7.050259939341421,1154,0.6297221075122307,1.4029,103.9092
S79,Somerset Road,7.029701247803164,1138,0.627164250671838,1.3004,103.8372
S106,Pulau Ubin,7.00325448224852,676,0.623873815575114,1.4168,103.9673
S221,Hougang Avenue 1,6.976200125,240,0.6205077855618819,1.35691,103.89088
S94,Pasir Ris Street 51,6.890088460176991,1130,0.6097940049452872,1.3662,103.9528
S207,S207,6.812152119565218,920,0.6000973760728696,1.32485,103.95836
S219,Yio Chu Kang Road,6.782912499999999,240,0.5964594616279646,1.37999,103.87643
S119,Nicoll Highway,6.765887454545455,1155,0.5943412514834685,1.30105,103.8666
S107,East Coast Parkway,6.637716237024221,1156,0.5783945349880115,1.3135,103.9625
S212,S212,6.598260815217391,920,0.5734855980368746,1.31835,103.93574
S215,Geylang East Central,6.583120791666668,240,0.5716019172232948,1.32785,103.88899
S60,Sentosa,6.536854179104477,871,0.5658455503259281,1.25,103.8279
S78,Poole Road,6.454593648409894,1132,0.5556109174097272,1.30703,103.89067
S24,Upper Changi Road North,6.4135444327176785,1137,0.550503684930671,1.3678,103.9826
S215,GEYLANG EAST CENTRAL,6.117960828667414,893,0.5137279717428479,1.32785,103.88899
S108,Marina Gardens Drive,5.983410138248848,651,0.49698753847032007,1.2799,103.8703
S113,Marine Parade Road,5.959094891209748,1149,0.49396230114677436,1.30648,103.9104
S224,S224,5.904511324647123,921,0.4871711613096195,1.34392,103.98409
S214,S214,5.80818453854506,921,0.475186442910314,1.29911,103.88289
S220,Compassvale Lane,5.735595833333334,240,0.4661551523821427,1.38666,103.89797
S102,Semakau Landfill,5.669444444444444,144,0.4579247753537191,1.189,103.768
S214,Tanjong Rhu,5.630916708333333,240,0.4531312585497309,1.29911,103.88289
S208,Changi East Close,5.116149999999999,240,0.38908537587929953,1.3136,104.00317
S208,S208,4.351557003257329,921,0.2939567815718662,1.3136,104.00317
S224,Airport Boulevard,3.7386,240,0.21769432777072173,1.34392,103.98409
S36,Upper Serangoon Road,2.0096044632768364,354,0.0025773757805680852,1.3382,103.8657
S212,Tampines Avenue 9,1.9888888888888887,18,0.0,1.31835,103.93574
