day,station_id,station_name,latitude,longitude,aggregated_value
2016-11-18,S104,Woodlands Avenue 9,1.44387,103.78538,98.6
2016-11-18,S100,Woodlands Road,1.4172,103.74855,85.9
2016-11-19,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,92.1
2016-11-19,S117,Banyan Road,1.256,103.679,83.0
2016-11-19,S50,Clementi Road,1.3337,103.7768,93.1
2016-11-19,S107,East Coast Parkway,1.3135,103.9625,89.1
2016-11-19,S43,Kim Chuan Road,1.3399,103.8878,87.9
2016-11-19,S108,Marina Gardens Drive,1.2799,103.8703,86.5
2016-11-19,S06,S06,1.3524,103.9007,92.0
2016-11-19,S102,Semakau Landfill,1.189,103.768,84.4
2016-11-19,S60,Sentosa,1.25,103.8279,89.1
2016-11-19,S96,Tanah Merah Coast Road,1.3175,104.0307,87.0
2016-11-19,S115,Tuas South Avenue 3,1.29377,103.61843,83.9
2016-11-19,S24,Upper Changi Road North,1.3678,103.9826,93.5
2016-11-19,S116,West Coast Highway,1.281,103.754,89.6
2016-11-19,S100,Woodlands Road,1.4172,103.74855,95.6
2016-11-20,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,89.7
2016-11-20,S117,Banyan Road,1.256,103.679,80.5
2016-11-20,S50,Clementi Road,1.3337,103.7768,90.7
2016-11-20,S107,East Coast Parkway,1.3135,103.9625,88.6
2016-11-20,S43,Kim Chuan Road,1.3399,103.8878,88.9
2016-11-20,S108,Marina Gardens Drive,1.2799,103.8703,86.2
2016-11-20,S06,S06,1.3524,103.9007,94.0
2016-11-20,S102,Semakau Landfill,1.189,103.768,82.3
2016-11-20,S60,Sentosa,1.25,103.8279,87.5
2016-11-20,S96,Tanah Merah Coast Road,1.3175,104.0307,82.2
2016-11-20,S115,Tuas South Avenue 3,1.29377,103.61843,82.3
2016-11-20,S24,Upper Changi Road North,1.3678,103.9826,77.8
2016-11-20,S116,West Coast Highway,1.281,103.754,90.6
2016-11-20,S104,Woodlands Avenue 9,1.44387,103.78538,97.9
2016-11-20,S100,Woodlands Road,1.4172,103.74855,89.0
2016-11-21,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,89.4
2016-11-21,S117,Banyan Road,1.256,103.679,80.2
2016-11-21,S50,Clementi Road,1.3337,103.7768,90.1
2016-11-21,S107,East Coast Parkway,1.3135,103.9625,82.8
2016-11-21,S43,Kim Chuan Road,1.3399,103.8878,85.5
2016-11-21,S108,Marina Gardens Drive,1.2799,103.8703,84.2
2016-11-21,S06,S06,1.3524,103.9007,89.0
2016-11-21,S102,Semakau Landfill,1.189,103.768,80.8
2016-11-21,S60,Sentosa,1.25,103.8279,83.2
2016-11-21,S96,Tanah Merah Coast Road,1.3175,104.0307,80.8
2016-11-21,S115,Tuas South Avenue 3,1.29377,103.61843,81.0
2016-11-21,S24,Upper Changi Road North,1.3678,103.9826,91.2
2016-11-21,S116,West Coast Highway,1.281,103.754,91.9
2016-11-21,S100,Woodlands Road,1.4172,103.74855,89.4
2016-11-22,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,85.3
2016-11-22,S117,Banyan Road,1.256,103.679,79.5
2016-11-22,S50,Clementi Road,1.3337,103.7768,85.8
2016-11-22,S107,East Coast Parkway,1.3135,103.9625,81.2
2016-11-22,S43,Kim Chuan Road,1.3399,103.8878,81.4
2016-11-22,S108,Marina Gardens Drive,1.2799,103.8703,82.7
2016-11-22,S106,Pulau Ubin,1.4168,103.9673,98.4
2016-11-22,S06,S06,1.3524,103.9007,76.0
2016-11-22,S102,Semakau Landfill,1.189,103.768,82.5
2016-11-22,S60,Sentosa,1.25,103.8279,75.6
2016-11-22,S96,Tanah Merah Coast Road,1.3175,104.0307,85.5
2016-11-22,S115,Tuas South Avenue 3,1.29377,103.61843,81.6
2016-11-22,S24,Upper Changi Road North,1.3678,103.9826,82.0
2016-11-22,S116,West Coast Highway,1.281,103.754,87.4
2016-11-22,S104,Woodlands Avenue 9,1.44387,103.78538,95.7
2016-11-22,S100,Woodlands Road,1.4172,103.74855,83.3
2016-11-23,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,81.1
2016-11-23,S117,Banyan Road,1.256,103.679,76.5
2016-11-23,S50,Clementi Road,1.3337,103.7768,88.2
2016-11-23,S107,East Coast Parkway,1.3135,103.9625,84.8
2016-11-23,S43,Kim Chuan Road,1.3399,103.8878,81.6
2016-11-23,S108,Marina Gardens Drive,1.2799,103.8703,87.0
2016-11-23,S44,Nanyang Avenue,1.34583,103.68166,91.6
2016-11-23,S06,S06,1.3524,103.9007,89.0
2016-11-23,S102,Semakau Landfill,1.189,103.768,85.6
2016-11-23,S60,Sentosa,1.25,103.8279,89.9
2016-11-23,S96,Tanah Merah Coast Road,1.3175,104.0307,80.6
2016-11-23,S24,Upper Changi Road North,1.3678,103.9826,75.3
2016-11-23,S116,West Coast Highway,1.281,103.754,86.9
2016-11-23,S104,Woodlands Avenue 9,1.44387,103.78538,94.7
2016-11-23,S100,Woodlands Road,1.4172,103.74855,86.4
2016-11-24,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,78.4
2016-11-24,S117,Banyan Road,1.256,103.679,80.3
2016-11-24,S50,Clementi Road,1.3337,103.7768,82.8
2016-11-24,S107,East Coast Parkway,1.3135,103.9625,83.3
2016-11-24,S43,Kim Chuan Road,1.3399,103.8878,82.7
2016-11-24,S108,Marina Gardens Drive,1.2799,103.8703,84.8
2016-11-24,S44,Nanyang Avenue,1.34583,103.68166,72.3
2016-11-24,S121,Old Choa Chu Kang Road,1.37288,103.72244,86.3
2016-11-24,S106,Pulau Ubin,1.4168,103.9673,100.0
2016-11-24,S06,S06,1.3524,103.9007,86.0
2016-11-24,S102,Semakau Landfill,1.189,103.768,81.9
2016-11-24,S60,Sentosa,1.25,103.8279,79.5
2016-11-24,S96,Tanah Merah Coast Road,1.3175,104.0307,77.2
2016-11-24,S24,Upper Changi Road North,1.3678,103.9826,75.0
2016-11-24,S116,West Coast Highway,1.281,103.754,80.2
2016-11-24,S104,Woodlands Avenue 9,1.44387,103.78538,86.1
2016-11-24,S100,Woodlands Road,1.4172,103.74855,75.2
2016-11-25,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,84.6
2016-11-25,S117,Banyan Road,1.256,103.679,74.9
2016-11-25,S50,Clementi Road,1.3337,103.7768,87.3
2016-11-25,S107,East Coast Parkway,1.3135,103.9625,83.9
2016-11-25,S43,Kim Chuan Road,1.3399,103.8878,84.6
2016-11-25,S108,Marina Gardens Drive,1.2799,103.8703,81.0
2016-11-25,S44,Nanyang Avenue,1.34583,103.68166,89.1
2016-11-25,S121,Old Choa Chu Kang Road,1.37288,103.72244,97.5
2016-11-25,S06,S06,1.3524,103.9007,79.0
2016-11-25,S102,Semakau Landfill,1.189,103.768,80.5
2016-11-25,S60,Sentosa,1.25,103.8279,79.5
2016-11-25,S96,Tanah Merah Coast Road,1.3175,104.0307,83.6
2016-11-25,S24,Upper Changi Road North,1.3678,103.9826,75.1
2016-11-25,S116,West Coast Highway,1.281,103.754,86.7
2016-11-25,S104,Woodlands Avenue 9,1.44387,103.78538,96.3
2016-11-25,S100,Woodlands Road,1.4172,103.74855,83.0
2016-11-26,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,99.2
2016-11-26,S117,Banyan Road,1.256,103.679,78.8
2016-11-26,S50,Clementi Road,1.3337,103.7768,93.5
2016-11-26,S107,East Coast Parkway,1.3135,103.9625,88.3
2016-11-26,S43,Kim Chuan Road,1.3399,103.8878,92.7
2016-11-26,S108,Marina Gardens Drive,1.2799,103.8703,89.8
2016-11-26,S06,S06,1.3524,103.9007,94.0
2016-11-26,S102,Semakau Landfill,1.189,103.768,82.0
2016-11-26,S96,Tanah Merah Coast Road,1.3175,104.0307,80.0
2016-11-26,S24,Upper Changi Road North,1.3678,103.9826,94.1
2016-11-26,S100,Woodlands Road,1.4172,103.74855,94.9
2016-11-27,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,97.6
2016-11-27,S117,Banyan Road,1.256,103.679,88.6
2016-11-27,S50,Clementi Road,1.3337,103.7768,97.0
2016-11-27,S107,East Coast Parkway,1.3135,103.9625,94.4
2016-11-27,S43,Kim Chuan Road,1.3399,103.8878,91.7
2016-11-27,S108,Marina Gardens Drive,1.2799,103.8703,95.8
2016-11-27,S106,Pulau Ubin,1.4168,103.9673,98.4
2016-11-27,S06,S06,1.3524,103.9007,95.0
2016-11-27,S102,Semakau Landfill,1.189,103.768,84.4
2016-11-27,S96,Tanah Merah Coast Road,1.3175,104.0307,85.3
2016-11-27,S115,Tuas South Avenue 3,1.29377,103.61843,90.2
2016-11-27,S24,Upper Changi Road North,1.3678,103.9826,93.0
2016-11-27,S116,West Coast Highway,1.281,103.754,97.1
2016-11-27,S100,Woodlands Road,1.4172,103.74855,96.2
2016-11-28,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,85.4
2016-11-28,S117,Banyan Road,1.256,103.679,84.1
2016-11-28,S50,Clementi Road,1.3337,103.7768,87.1
2016-11-28,S107,East Coast Parkway,1.3135,103.9625,85.1
2016-11-28,S43,Kim Chuan Road,1.3399,103.8878,83.9
2016-11-28,S108,Marina Gardens Drive,1.2799,103.8703,83.9
2016-11-28,S106,Pulau Ubin,1.4168,103.9673,97.2
2016-11-28,S06,S06,1.3524,103.9007,78.0
2016-11-28,S102,Semakau Landfill,1.189,103.768,82.6
2016-11-28,S122,Sembawang Road,1.41731,103.8249,96.4
2016-11-28,S96,Tanah Merah Coast Road,1.3175,104.0307,83.5
2016-11-28,S115,Tuas South Avenue 3,1.29377,103.61843,82.8
2016-11-28,S24,Upper Changi Road North,1.3678,103.9826,78.3
2016-11-28,S116,West Coast Highway,1.281,103.754,90.1
2016-11-28,S104,Woodlands Avenue 9,1.44387,103.78538,96.8
2016-11-28,S100,Woodlands Road,1.4172,103.74855,82.1
2016-11-29,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,82.7
2016-11-29,S117,Banyan Road,1.256,103.679,80.6
2016-11-29,S50,Clementi Road,1.3337,103.7768,86.2
2016-11-29,S107,East Coast Parkway,1.3135,103.9625,81.8
2016-11-29,S43,Kim Chuan Road,1.3399,103.8878,81.0
2016-11-29,S108,Marina Gardens Drive,1.2799,103.8703,82.0
2016-11-29,S121,Old Choa Chu Kang Road,1.37288,103.72244,95.0
2016-11-29,S106,Pulau Ubin,1.4168,103.9673,89.1
2016-11-29,S06,S06,1.3524,103.9007,73.0
2016-11-29,S102,Semakau Landfill,1.189,103.768,77.4
2016-11-29,S122,Sembawang Road,1.41731,103.8249,88.6
2016-11-29,S96,Tanah Merah Coast Road,1.3175,104.0307,78.7
2016-11-29,S115,Tuas South Avenue 3,1.29377,103.61843,80.6
2016-11-29,S24,Upper Changi Road North,1.3678,103.9826,71.6
2016-11-29,S116,West Coast Highway,1.281,103.754,87.5
2016-11-29,S104,Woodlands Avenue 9,1.44387,103.78538,93.9
2016-11-29,S100,Woodlands Road,1.4172,103.74855,80.8
2016-11-30,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,89.2
2016-11-30,S117,Banyan Road,1.256,103.679,76.4
2016-11-30,S50,Clementi Road,1.3337,103.7768,80.9
2016-11-30,S107,East Coast Parkway,1.3135,103.9625,83.1
2016-11-30,S43,Kim Chuan Road,1.3399,103.8878,85.7
2016-11-30,S108,Marina Gardens Drive,1.2799,103.8703,76.4
2016-11-30,S44,Nanyang Avenue,1.34583,103.68166,88.7
2016-11-30,S121,Old Choa Chu Kang Road,1.37288,103.72244,89.7
2016-11-30,S106,Pulau Ubin,1.4168,103.9673,95.1
2016-11-30,S06,S06,1.3524,103.9007,81.0
2016-11-30,S102,Semakau Landfill,1.189,103.768,74.1
2016-11-30,S96,Tanah Merah Coast Road,1.3175,104.0307,80.0
2016-11-30,S115,Tuas South Avenue 3,1.29377,103.61843,81.1
2016-11-30,S24,Upper Changi Road North,1.3678,103.9826,73.7
2016-11-30,S116,West Coast Highway,1.281,103.754,81.5
2016-11-30,S104,Woodlands Avenue 9,1.44387,103.78538,93.3
2016-11-30,S100,Woodlands Road,1.4172,103.74855,77.1
2016-12-01,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,75.8
2016-12-01,S117,Banyan Road,1.256,103.679,73.7
2016-12-01,S50,Clementi Road,1.3337,103.7768,78.5
2016-12-01,S107,East Coast Parkway,1.3135,103.9625,78.4
2016-12-01,S43,Kim Chuan Road,1.3399,103.8878,74.7
2016-12-01,S108,Marina Gardens Drive,1.2799,103.8703,74.4
2016-12-01,S44,Nanyang Avenue,1.34583,103.68166,83.1
2016-12-01,S121,Old Choa Chu Kang Road,1.37288,103.72244,87.2
2016-12-01,S106,Pulau Ubin,1.4168,103.9673,90.7
2016-12-01,S06,S06,1.3524,103.9007,69.0
2016-12-01,S102,Semakau Landfill,1.189,103.768,76.0
2016-12-01,S122,Sembawang Road,1.41731,103.8249,78.3
2016-12-01,S96,Tanah Merah Coast Road,1.3175,104.0307,78.1
2016-12-01,S115,Tuas South Avenue 3,1.29377,103.61843,77.0
2016-12-01,S24,Upper Changi Road North,1.3678,103.9826,69.9
2016-12-01,S116,West Coast Highway,1.281,103.754,81.8
2016-12-01,S104,Woodlands Avenue 9,1.44387,103.78538,88.4
2016-12-01,S100,Woodlands Road,1.4172,103.74855,76.5
2016-12-02,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,97.5
2016-12-02,S117,Banyan Road,1.256,103.679,87.8
2016-12-02,S50,Clementi Road,1.3337,103.7768,93.6
2016-12-02,S107,East Coast Parkway,1.3135,103.9625,95.0
2016-12-02,S43,Kim Chuan Road,1.3399,103.8878,91.5
2016-12-02,S108,Marina Gardens Drive,1.2799,103.8703,91.8
2016-12-02,S106,Pulau Ubin,1.4168,103.9673,100.0
2016-12-02,S06,S06,1.3524,103.9007,89.0
2016-12-02,S102,Semakau Landfill,1.189,103.768,85.4
2016-12-02,S96,Tanah Merah Coast Road,1.3175,104.0307,86.2
2016-12-02,S115,Tuas South Avenue 3,1.29377,103.61843,89.9
2016-12-02,S24,Upper Changi Road North,1.3678,103.9826,89.5
2016-12-02,S116,West Coast Highway,1.281,103.754,95.9
2016-12-02,S100,Woodlands Road,1.4172,103.74855,94.5
2016-12-03,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,82.5
2016-12-03,S117,Banyan Road,1.256,103.679,82.2
2016-12-03,S50,Clementi Road,1.3337,103.7768,87.4
2016-12-03,S107,East Coast Parkway,1.3135,103.9625,86.6
2016-12-03,S43,Kim Chuan Road,1.3399,103.8878,81.0
2016-12-03,S108,Marina Gardens Drive,1.2799,103.8703,80.9
2016-12-03,S06,S06,1.3524,103.9007,81.0
2016-12-03,S102,Semakau Landfill,1.189,103.768,82.1
2016-12-03,S96,Tanah Merah Coast Road,1.3175,104.0307,83.1
2016-12-03,S115,Tuas South Avenue 3,1.29377,103.61843,81.5
2016-12-03,S24,Upper Changi Road North,1.3678,103.9826,88.0
2016-12-03,S116,West Coast Highway,1.281,103.754,87.6
2016-12-03,S104,Woodlands Avenue 9,1.44387,103.78538,98.8
2016-12-03,S100,Woodlands Road,1.4172,103.74855,82.7
2016-12-04,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,90.0
2016-12-04,S117,Banyan Road,1.256,103.679,72.6
2016-12-04,S50,Clementi Road,1.3337,103.7768,90.2
2016-12-04,S107,East Coast Parkway,1.3135,103.9625,87.8
2016-12-04,S43,Kim Chuan Road,1.3399,103.8878,88.8
2016-12-04,S108,Marina Gardens Drive,1.2799,103.8703,83.2
2016-12-04,S44,Nanyang Avenue,1.34583,103.68166,83.6
2016-12-04,S121,Old Choa Chu Kang Road,1.37288,103.72244,100.9
2016-12-04,S06,S06,1.3524,103.9007,87.0
2016-12-04,S102,Semakau Landfill,1.189,103.768,83.3
2016-12-04,S96,Tanah Merah Coast Road,1.3175,104.0307,85.0
2016-12-04,S24,Upper Changi Road North,1.3678,103.9826,75.3
2016-12-04,S116,West Coast Highway,1.281,103.754,87.8
2016-12-04,S104,Woodlands Avenue 9,1.44387,103.78538,96.2
2016-12-04,S100,Woodlands Road,1.4172,103.74855,84.6
2016-12-05,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,89.8
2016-12-05,S117,Banyan Road,1.256,103.679,78.6
2016-12-05,S50,Clementi Road,1.3337,103.7768,95.8
2016-12-05,S107,East Coast Parkway,1.3135,103.9625,96.3
2016-12-05,S43,Kim Chuan Road,1.3399,103.8878,89.4
2016-12-05,S108,Marina Gardens Drive,1.2799,103.8703,89.2
2016-12-05,S44,Nanyang Avenue,1.34583,103.68166,86.8
2016-12-05,S121,Old Choa Chu Kang Road,1.37288,103.72244,96.1
2016-12-05,S06,S06,1.3524,103.9007,89.0
2016-12-05,S102,Semakau Landfill,1.189,103.768,86.0
2016-12-05,S122,Sembawang Road,1.41731,103.8249,92.9
2016-12-05,S96,Tanah Merah Coast Road,1.3175,104.0307,84.8
2016-12-05,S115,Tuas South Avenue 3,1.29377,103.61843,78.0
2016-12-05,S24,Upper Changi Road North,1.3678,103.9826,92.4
2016-12-05,S116,West Coast Highway,1.281,103.754,90.6
2016-12-05,S104,Woodlands Avenue 9,1.44387,103.78538,95.0
2016-12-05,S100,Woodlands Road,1.4172,103.74855,79.9
2016-12-06,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,96.1
2016-12-06,S117,Banyan Road,1.256,103.679,91.7
2016-12-06,S50,Clementi Road,1.3337,103.7768,95.5
2016-12-06,S107,East Coast Parkway,1.3135,103.9625,92.8
2016-12-06,S43,Kim Chuan Road,1.3399,103.8878,93.8
2016-12-06,S108,Marina Gardens Drive,1.2799,103.8703,95.6
2016-12-06,S06,S06,1.3524,103.9007,91.0
2016-12-06,S102,Semakau Landfill,1.189,103.768,90.6
2016-12-06,S96,Tanah Merah Coast Road,1.3175,104.0307,88.6
2016-12-06,S115,Tuas South Avenue 3,1.29377,103.61843,90.4
2016-12-06,S24,Upper Changi Road North,1.3678,103.9826,90.3
2016-12-06,S116,West Coast Highway,1.281,103.754,96.8
2016-12-06,S100,Woodlands Road,1.4172,103.74855,92.9
2016-12-07,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,92.0
2016-12-07,S117,Banyan Road,1.256,103.679,82.9
2016-12-07,S50,Clementi Road,1.3337,103.7768,91.8
2016-12-07,S107,East Coast Parkway,1.3135,103.9625,92.8
2016-12-07,S43,Kim Chuan Road,1.3399,103.8878,91.4
2016-12-07,S108,Marina Gardens Drive,1.2799,103.8703,86.9
2016-12-07,S06,S06,1.3524,103.9007,88.0
2016-12-07,S102,Semakau Landfill,1.189,103.768,87.2
2016-12-07,S96,Tanah Merah Coast Road,1.3175,104.0307,87.2
2016-12-07,S115,Tuas South Avenue 3,1.29377,103.61843,82.7
2016-12-07,S24,Upper Changi Road North,1.3678,103.9826,91.3
2016-12-07,S116,West Coast Highway,1.281,103.754,93.7
2016-12-07,S100,Woodlands Road,1.4172,103.74855,87.4
2016-12-08,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,88.7
2016-12-08,S117,Banyan Road,1.256,103.679,77.0
2016-12-08,S50,Clementi Road,1.3337,103.7768,85.8
2016-12-08,S107,East Coast Parkway,1.3135,103.9625,88.7
2016-12-08,S43,Kim Chuan Road,1.3399,103.8878,85.3
2016-12-08,S108,Marina Gardens Drive,1.2799,103.8703,81.7
2016-12-08,S06,S06,1.3524,103.9007,84.0
2016-12-08,S102,Semakau Landfill,1.189,103.768,84.9
2016-12-08,S96,Tanah Merah Coast Road,1.3175,104.0307,87.6
2016-12-08,S115,Tuas South Avenue 3,1.29377,103.61843,81.7
2016-12-08,S24,Upper Changi Road North,1.3678,103.9826,91.6
2016-12-08,S116,West Coast Highway,1.281,103.754,86.7
2016-12-08,S104,Woodlands Avenue 9,1.44387,103.78538,100.2
2016-12-08,S100,Woodlands Road,1.4172,103.74855,81.5
2016-12-09,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,87.8
2016-12-09,S117,Banyan Road,1.256,103.679,78.8
2016-12-09,S50,Clementi Road,1.3337,103.7768,78.4
2016-12-09,S107,East Coast Parkway,1.3135,103.9625,86.1
2016-12-09,S43,Kim Chuan Road,1.3399,103.8878,84.5
2016-12-09,S108,Marina Gardens Drive,1.2799,103.8703,80.5
2016-12-09,S44,Nanyang Avenue,1.34583,103.68166,86.5
2016-12-09,S106,Pulau Ubin,1.4168,103.9673,96.3
2016-12-09,S06,S06,1.3524,103.9007,78.0
2016-12-09,S102,Semakau Landfill,1.189,103.768,82.1
2016-12-09,S122,Sembawang Road,1.41731,103.8249,94.7
2016-12-09,S96,Tanah Merah Coast Road,1.3175,104.0307,81.9
2016-12-09,S115,Tuas South Avenue 3,1.29377,103.61843,83.0
2016-12-09,S24,Upper Changi Road North,1.3678,103.9826,75.6
2016-12-09,S116,West Coast Highway,1.281,103.754,86.8
2016-12-09,S104,Woodlands Avenue 9,1.44387,103.78538,97.9
2016-12-09,S100,Woodlands Road,1.4172,103.74855,80.2
2016-12-10,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,88.2
2016-12-10,S117,Banyan Road,1.256,103.679,76.1
2016-12-10,S50,Clementi Road,1.3337,103.7768,87.0
2016-12-10,S107,East Coast Parkway,1.3135,103.9625,89.2
2016-12-10,S43,Kim Chuan Road,1.3399,103.8878,83.8
2016-12-10,S108,Marina Gardens Drive,1.2799,103.8703,86.6
2016-12-10,S06,S06,1.3524,103.9007,81.0
2016-12-10,S102,Semakau Landfill,1.189,103.768,80.4
2016-12-10,S96,Tanah Merah Coast Road,1.3175,104.0307,84.1
2016-12-10,S115,Tuas South Avenue 3,1.29377,103.61843,80.5
2016-12-10,S24,Upper Changi Road North,1.3678,103.9826,88.8
2016-12-10,S116,West Coast Highway,1.281,103.754,89.3
2016-12-10,S104,Woodlands Avenue 9,1.44387,103.78538,97.4
2016-12-10,S100,Woodlands Road,1.4172,103.74855,83.6
2016-12-11,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,85.99735099337747
2016-12-11,S117,Banyan Road,1.256,103.679,80.93907284768216
2016-12-11,S50,Clementi Road,1.3337,103.7768,87.47019867549669
2016-12-11,S107,East Coast Parkway,1.3135,103.9625,82.9940397350993
2016-12-11,S43,Kim Chuan Road,1.3399,103.8878,83.32317880794713
2016-12-11,S108,Marina Gardens Drive,1.2799,103.8703,82.60860927152312
2016-12-11,S106,Pulau Ubin,1.4168,103.9673,91.52479338842973
2016-12-11,S06,S06,1.3524,103.9007,77.6887417218543
2016-12-11,S102,Semakau Landfill,1.189,103.768,84.94285714285714
2016-12-11,S96,Tanah Merah Coast Road,1.3175,104.0307,78.12450331125828
2016-12-11,S115,Tuas South Avenue 3,1.29377,103.61843,85.11324503311265
2016-12-11,S24,Upper Changi Road North,1.3678,103.9826,72.43046357615887
2016-12-11,S116,West Coast Highway,1.281,103.754,89.6437086092715
2016-12-11,S104,Woodlands Avenue 9,1.44387,103.78538,95.02847682119206
2016-12-11,S100,Woodlands Road,1.4172,103.74855,85.24105960264905
2016-12-11,S122,Sembawang Road,1.41731,103.8249,96.10000000000002
2016-12-11,S121,Old Choa Chu Kang Road,1.37288,103.72244,98.26451612903229
2016-12-12,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,71.48645833333333
2016-12-12,S117,Banyan Road,1.256,103.679,69.85431154381085
2016-12-12,S50,Clementi Road,1.3337,103.7768,77.63175816539265
2016-12-12,S107,East Coast Parkway,1.3135,103.9625,72.4690757470466
2016-12-12,S43,Kim Chuan Road,1.3399,103.8878,71.5828472222222
2016-12-12,S108,Marina Gardens Drive,1.2799,103.8703,70.43115438108487
2016-12-12,S44,Nanyang Avenue,1.34583,103.68166,73.00204520990319
2016-12-12,S121,Old Choa Chu Kang Road,1.37288,103.72244,76.16833976833986
2016-12-12,S106,Pulau Ubin,1.4168,103.9673,81.05987361769341
2016-12-12,S06,S06,1.3524,103.9007,64.43611111111112
2016-12-12,S102,Semakau Landfill,1.189,103.768,77.66919739696326
2016-12-12,S122,Sembawang Road,1.41731,103.8249,72.79273255813945
2016-12-12,S96,Tanah Merah Coast Road,1.3175,104.0307,67.81819444444446
2016-12-12,S115,Tuas South Avenue 3,1.29377,103.61843,75.58390482855133
2016-12-12,S24,Upper Changi Road North,1.3678,103.9826,59.32628650904026
2016-12-12,S116,West Coast Highway,1.281,103.754,80.42960389159141
2016-12-12,S104,Woodlands Avenue 9,1.44387,103.78538,81.62334954829738
2016-12-12,S100,Woodlands Road,1.4172,103.74855,72.43421418636987
2016-12-12,S24B,Upper Changi Road North,1.3678,103.998,85.41121495327103
2016-12-13,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,74.19999999999995
2016-12-13,S117,Banyan Road,1.256,103.679,71.713769123783
