day,station_id,station_name,latitude,longitude,aggregated_value
2023-01-01,S44,Nanyang Avenue,1.34583,103.68166,84.18673913043476
2023-01-01,S102,Semakau Landfill,1.189,103.768,82.75094736842107
2023-01-01,S116,West Coast Highway,1.281,103.754,92.45609243697481
2023-01-01,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,81.61747368421037
2023-01-01,S50,Clementi Road,1.3337,103.7768,84.7029473684211
2023-01-01,S107,East Coast Parkway,1.3135,103.9625,81.33121019108287
2023-01-01,S43,Kim Chuan Road,1.3399,103.8878,81.51814345991562
2023-01-01,S121,Old Choa Chu Kang Road,1.37288,103.72244,85.27494736842102
2023-01-01,S106,Pulau Ubin,1.4168,103.9673,86.50380549682876
2023-01-01,S111,Scotts Road,1.31055,103.8365,82.73557894736842
2023-01-01,S60,Sentosa,1.25,103.8279,77.88562367864681
2023-01-01,S115,Tuas South Avenue 3,1.29377,103.61843,80.03142250530784
2023-01-01,S24,Upper Changi Road North,1.3678,103.9826,83.47831578947356
2023-01-01,S104,Woodlands Avenue 9,1.44387,103.78538,81.62484210526327
2023-01-01,S100,Woodlands Road,1.4172,103.74855,80.55494736842103
2023-01-01,S108,Marina Gardens Drive,1.2799,103.8703,90.79333333333336
2023-01-10,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,71.5112860892389
2023-01-10,S50,Clementi Road,1.3337,103.7768,75.19257362355957
2023-01-10,S107,East Coast Parkway,1.3135,103.9625,80.33971166448228
2023-01-10,S43,Kim Chuan Road,1.3399,103.8878,77.04199743918059
2023-01-10,S44,Nanyang Avenue,1.34583,103.68166,75.51587708066583
2023-01-10,S121,Old Choa Chu Kang Road,1.37288,103.72244,74.95032010243268
2023-01-10,S106,Pulau Ubin,1.4168,103.9673,81.0373493975904
2023-01-10,S111,Scotts Road,1.31055,103.8365,74.78719590268891
2023-01-10,S102,Semakau Landfill,1.189,103.768,82.22058047493397
2023-01-10,S60,Sentosa,1.25,103.8279,74.30960307298331
2023-01-10,S115,Tuas South Avenue 3,1.29377,103.61843,76.94840667678291
2023-01-10,S116,West Coast Highway,1.281,103.754,88.67293814432996
2023-01-10,S104,Woodlands Avenue 9,1.44387,103.78538,72.29526248399499
2023-01-10,S100,Woodlands Road,1.4172,103.74855,71.41750663129972
2023-01-11,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,80.30184638109303
2023-01-11,S50,Clementi Road,1.3337,103.7768,84.39288206559652
2023-01-11,S107,East Coast Parkway,1.3135,103.9625,82.15042674253198
2023-01-11,S43,Kim Chuan Road,1.3399,103.8878,82.33032844164913
2023-01-11,S44,Nanyang Avenue,1.34583,103.68166,82.48051496172579
2023-01-11,S121,Old Choa Chu Kang Road,1.37288,103.72244,86.75931612002795
2023-01-11,S106,Pulau Ubin,1.4168,103.9673,88.34911535739566
2023-01-11,S111,Scotts Road,1.31055,103.8365,80.8139453398737
2023-01-11,S102,Semakau Landfill,1.189,103.768,85.0401673640166
2023-01-11,S60,Sentosa,1.25,103.8279,80.0903698534543
2023-01-11,S115,Tuas South Avenue 3,1.29377,103.61843,81.37186932849382
2023-01-11,S116,West Coast Highway,1.281,103.754,93.11829608938557
2023-01-11,S104,Woodlands Avenue 9,1.44387,103.78538,85.01988834612689
2023-01-11,S100,Woodlands Road,1.4172,103.74855,84.94313443565797
2023-01-12,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,72.20765624999994
2023-01-12,S50,Clementi Road,1.3337,103.7768,75.98499651081639
2023-01-12,S107,East Coast Parkway,1.3135,103.9625,78.81265822784798
2023-01-12,S43,Kim Chuan Road,1.3399,103.8878,72.61354748603364
