day,station_id,station_name,latitude,longitude,aggregated_value
2018-01-01,S117,Banyan Road,1.256,103.679,90.7960854092527
2018-01-01,S107,East Coast Parkway,1.3135,103.9625,90.46833578792337
2018-01-01,S43,Kim Chuan Road,1.3399,103.8878,90.22759124087598
2018-01-01,S121,Old Choa Chu Kang Road,1.37288,103.72244,70.3164638511094
2018-01-01,S111,Scotts Road,1.31055,103.8365,93.5309285714306
2018-01-01,S115,Tuas South Avenue 3,1.29377,103.61843,88.83957142857155
2018-01-01,S24,Upper Changi Road North,1.3678,103.9826,94.52696148359486
2018-01-01,S116,West Coast Highway,1.281,103.754,94.50170278637768
2018-01-01,S100,Woodlands Road,1.4172,103.74855,93.58616487455164
2018-01-01,S106,Pulau Ubin,1.4168,103.9673,96.13757575757579
2018-01-01,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,95.01515789473683
2018-01-01,S44,Nanyang Avenue,1.34583,103.68166,89.10759493670885
2018-01-01,S122,Sembawang Road,1.41731,103.8249,97.97115384615374
2018-01-01,S50,Clementi Road,1.3337,103.7768,99.20343137254939
2018-01-02,S117,Banyan Road,1.256,103.679,88.13554131054147
2018-01-02,S107,East Coast Parkway,1.3135,103.9625,90.05835734870324
2018-01-02,S43,Kim Chuan Road,1.3399,103.8878,93.13624548736456
2018-01-02,S121,Old Choa Chu Kang Road,1.37288,103.72244,73.3917083631166
2018-01-02,S115,Tuas South Avenue 3,1.29377,103.61843,86.41758007117447
2018-01-02,S24,Upper Changi Road North,1.3678,103.9826,93.40697508896807
2018-01-02,S116,West Coast Highway,1.281,103.754,96.35458553791885
2018-01-02,S111,Scotts Road,1.31055,103.8365,91.17060117302047
2018-01-02,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,92.92633587786264
2018-01-02,S106,Pulau Ubin,1.4168,103.9673,98.36573705179279
2018-01-02,S44,Nanyang Avenue,1.34583,103.68166,83.25161290322578
2018-01-02,S122,Sembawang Road,1.41731,103.8249,93.65073529411761
2018-01-02,S100,Woodlands Road,1.4172,103.74855,92.98145161290326
