day,station_id,station_name,latitude,longitude,aggregated_value
2025-01-01,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,80.51346824842985
2025-01-01,S106,Pulau Ubin,1.4168,103.9673,93.32689075630154
2025-01-01,S117,Banyan Road,1.256,103.679,75.7698488464598
2025-01-01,S107,East Coast Parkway,1.3135,103.9625,81.28445378151257
2025-01-01,S104,Woodlands Avenue 9,1.44387,103.78538,91.16483669214536
2025-01-01,S115,Tuas South Avenue 3,1.29377,103.61843,77.60204828090716
2025-01-01,S116,West Coast Highway,1.281,103.754,81.95490605427976
2025-01-01,S60,Sentosa,1.25,103.8279,77.14486373165636
2025-01-01,S50,Clementi Road,1.3337,103.7768,82.44591194968561
2025-01-01,S43,Kim Chuan Road,1.3399,103.8878,77.70841446453421
2025-01-01,S24,Upper Changi Road North,1.3678,103.9826,82.06175243393606
2025-01-01,S06,Paya Lebar,1.3524,103.9007,80.26077885952712
2025-01-01,S111,Scotts Road,1.31055,103.8365,78.9602920723227
2025-01-01,S121,Old Choa Chu Kang Road,1.37288,103.72244,91.27790132036229
2025-01-02,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,74.26520223152035
2025-01-02,S106,Pulau Ubin,1.4168,103.9673,91.19551601423572
2025-01-02,S117,Banyan Road,1.256,103.679,77.28762517882676
2025-01-02,S107,East Coast Parkway,1.3135,103.9625,77.34222599830082
2025-01-02,S104,Woodlands Avenue 9,1.44387,103.78538,89.73029881862274
2025-01-02,S115,Tuas South Avenue 3,1.29377,103.61843,76.09757942511344
2025-01-02,S116,West Coast Highway,1.281,103.754,80.7150208623087
2025-01-02,S60,Sentosa,1.25,103.8279,75.06085136078147
2025-01-02,S50,Clementi Road,1.3337,103.7768,79.24585987261146
2025-01-02,S43,Kim Chuan Road,1.3399,103.8878,73.63293954134826
2025-01-02,S24,Upper Changi Road North,1.3678,103.9826,78.54578397212543
2025-01-02,S06,Paya Lebar,1.3524,103.9007,72.82369337979094
2025-01-02,S111,Scotts Road,1.31055,103.8365,74.31926286509055
2025-01-02,S121,Old Choa Chu Kang Road,1.37288,103.72244,90.23324041811942
2025-01-03,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,71.84916550764954
2025-01-03,S106,Pulau Ubin,1.4168,103.9673,88.84157468727007
2025-01-03,S117,Banyan Road,1.256,103.679,76.04954321855247
2025-01-03,S107,East Coast Parkway,1.3135,103.9625,75.31488451668092
2025-01-03,S104,Woodlands Avenue 9,1.44387,103.78538,85.75452016689775
2025-01-03,S115,Tuas South Avenue 3,1.29377,103.61843,75.57301587301576
2025-01-03,S116,West Coast Highway,1.281,103.754,78.84118466898961
2025-01-03,S60,Sentosa,1.25,103.8279,73.91701534170156
2025-01-03,S50,Clementi Road,1.3337,103.7768,79.88992862807306
2025-01-03,S44,Nanyang Avenue,1.34583,103.68166,72.13473423980227
2025-01-03,S43,Kim Chuan Road,1.3399,103.8878,72.34151599443653
2025-01-03,S24,Upper Changi Road North,1.3678,103.9826,75.99603616133518
2025-01-03,S06,Paya Lebar,1.3524,103.9007,70.50383275261323
2025-01-03,S111,Scotts Road,1.31055,103.8365,73.46383275261327
2025-01-03,S121,Old Choa Chu Kang Road,1.37288,103.72244,88.72675469075801
2025-01-04,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,74.17644197359265
2025-01-04,S106,Pulau Ubin,1.4168,103.9673,91.98962848297249
2025-01-04,S117,Banyan Road,1.256,103.679,73.14196744515226
2025-01-04,S107,East Coast Parkway,1.3135,103.9625,78.71107354184281
2025-01-04,S104,Woodlands Avenue 9,1.44387,103.78538,85.09909659485791
2025-01-04,S115,Tuas South Avenue 3,1.29377,103.61843,72.80428336079075
2025-01-04,S116,West Coast Highway,1.281,103.754,76.93510489510483
2025-01-04,S60,Sentosa,1.25,103.8279,71.27540181691124
2025-01-04,S50,Clementi Road,1.3337,103.7768,77.63592622293505
