day,station_id,station_name,latitude,longitude,aggregated_value
2020-01-01,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,81.97342304457526
2020-01-01,S117,Banyan Road,1.256,103.679,74.26036287508715
2020-01-01,S50,Clementi Road,1.3337,103.7768,74.72372999304103
2020-01-01,S107,East Coast Parkway,1.3135,103.9625,76.85792044661552
2020-01-01,S43,Kim Chuan Road,1.3399,103.8878,75.35382475660656
2020-01-01,S108,Marina Gardens Drive,1.2799,103.8703,71.23676939426143
2020-01-01,S44,Nanyang Avenue,1.34583,103.68166,77.01077136900622
2020-01-01,S121,Old Choa Chu Kang Road,1.37288,103.72244,74.89134078212294
2020-01-01,S106,Pulau Ubin,1.4168,103.9673,78.08269921033738
2020-01-01,S111,Scotts Road,1.31055,103.8365,71.34387186629533
2020-01-01,S122,Sembawang Road,1.41731,103.8249,78.9976693372178
2020-01-01,S60,Sentosa,1.25,103.8279,64.35933528836756
2020-01-01,S115,Tuas South Avenue 3,1.29377,103.61843,73.60550139275769
2020-01-01,S24,Upper Changi Road North,1.3678,103.9826,76.78144544822781
2020-01-01,S116,West Coast Highway,1.281,103.754,79.30857568978372
2020-01-01,S104,Woodlands Avenue 9,1.44387,103.78538,74.22329624478446
2020-01-01,S100,Woodlands Road,1.4172,103.74855,71.46160397444999
2020-01-02,S117,Banyan Road,1.256,103.679,79.56594101123584
2020-01-02,S50,Clementi Road,1.3337,103.7768,79.84968728283528
2020-01-02,S107,East Coast Parkway,1.3135,103.9625,80.73567454798335
2020-01-02,S43,Kim Chuan Road,1.3399,103.8878,80.98282336578582
2020-01-02,S108,Marina Gardens Drive,1.2799,103.8703,78.57954070981204
2020-01-02,S44,Nanyang Avenue,1.34583,103.68166,80.77046560111184
2020-01-02,S121,Old Choa Chu Kang Road,1.37288,103.72244,79.72677329624477
2020-01-02,S106,Pulau Ubin,1.4168,103.9673,81.77060498220673
2020-01-02,S111,Scotts Road,1.31055,103.8365,76.32744961779014
2020-01-02,S115,Tuas South Avenue 3,1.29377,103.61843,77.05528511821976
2020-01-02,S24,Upper Changi Road North,1.3678,103.9826,80.51846689895481
2020-01-02,S116,West Coast Highway,1.281,103.754,85.14223776223768
2020-01-02,S104,Woodlands Avenue 9,1.44387,103.78538,78.57821851078644
2020-01-02,S100,Woodlands Road,1.4172,103.74855,76.86290883785678
2020-01-02,S122,Sembawang Road,1.41731,103.8249,78.72792696025775
2020-01-02,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,84.83681963713978
2020-01-02,S60,Sentosa,1.25,103.8279,80.2148325358852
2020-01-03,S117,Banyan Road,1.256,103.679,78.19963898916978
2020-01-03,S50,Clementi Road,1.3337,103.7768,79.9876482903002
2020-01-03,S107,East Coast Parkway,1.3135,103.9625,79.92211404728805
2020-01-03,S43,Kim Chuan Road,1.3399,103.8878,80.0504178272982
2020-01-03,S108,Marina Gardens Drive,1.2799,103.8703,74.16930817610063
2020-01-03,S44,Nanyang Avenue,1.34583,103.68166,82.72105628908972
2020-01-03,S121,Old Choa Chu Kang Road,1.37288,103.72244,81.54543554006965
2020-01-03,S106,Pulau Ubin,1.4168,103.9673,81.37900874635568
2020-01-03,S111,Scotts Road,1.31055,103.8365,76.86342141863705
2020-01-03,S60,Sentosa,1.25,103.8279,68.20906113537123
2020-01-03,S115,Tuas South Avenue 3,1.29377,103.61843,77.11844119693805
2020-01-03,S24,Upper Changi Road North,1.3678,103.9826,79.11598332175119
2020-01-03,S116,West Coast Highway,1.281,103.754,84.18346073662268
2020-01-03,S104,Woodlands Avenue 9,1.44387,103.78538,78.54255910987476
2020-01-03,S100,Woodlands Road,1.4172,103.74855,77.10000000000012
2020-01-03,S122,Sembawang Road,1.41731,103.8249,76.32168539325836
